Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
0,2017-01-04 02:34:00,2017-01-04 02:50:00,B1.8,POINT(821.07036 -105.509424),"POLYGON((17.098443 74.966298,17.098443 74.966298,17.098443 74.966298,17.098443 74.966298,17.098443 74.966298))",POINT(0.848837547160837 262.677490132756),"POLYGON((0.078844 347.151666,0.078844 347.151666,0.078844 347.151666,0.078844 347.151666,0.078844 347.151666))",POINT(140.671978 -8),"POLYGON((83.671978 1,83.671978 1,83.671978 1,83.671978 1,83.671978 1))",UTC-HGS-TOPO,POINT(58 -8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-04 02:39:00,True,,2624,59.0,-7.0,57.0,-9.0,-105.509424,821.07036,-8.0,58.0,827.821704609961,0.0
1,2017-01-05 02:38:00,2017-01-05 03:08:00,B1.2,POINT(919.8495 -117.42018),"POLYGON((17.098429 76.903368,17.098429 76.903368,17.098429 76.903368,17.098429 76.903368,17.098429 76.903368))",POINT(0.950855371960774 262.725449548963),"POLYGON((0.080781 347.46495,0.080781 347.46495,0.080781 347.46495,0.080781 347.46495,0.080781 347.46495))",POINT(141.465739 -8),"POLYGON((70.465739 1,70.465739 1,70.465739 1,70.465739 1,70.465739 1))",UTC-HGS-TOPO,POINT(72 -8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-05 02:49:00,True,,2624,73.0,-7.0,71.0,-9.0,-117.42018,919.8495,-8.0,72.0,927.313647759744,0.0
2,2017-01-05 18:20:00,2017-01-05 18:39:00,B1.4,POINT(960.96642 -129.236838),"POLYGON((17.098373 78.156456,17.098373 78.156456,17.098373 78.156456,17.098373 78.156456,17.098373 78.156456))",POINT(0.99423625310438 262.34045906943),"POLYGON((0.082036 347.65976,0.082036 347.65976,0.082036 347.65976,0.082036 347.65976,0.082036 347.65976))",POINT(144.850713 -8),"POLYGON((61.850713 1,61.850713 1,61.850713 1,61.850713 1,61.850713 1))",UTC-HGS-TOPO,POINT(84 -8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-05 18:31:00,True,,2624,85.0,-7.0,83.0,-9.0,-129.236838,960.96642,-8.0,84.0,969.617770394012,0.0
3,2017-01-06 07:51:00,2017-01-06 09:30:00,A7.1,POINT(965.7159 -134.400942),"POLYGON((17.098293 79.228428,17.098293 79.228428,17.098293 79.228428,17.098293 79.228428,17.098293 79.228428))",POINT(0.999783450503635 262.07690468928),"POLYGON((0.083111 347.821764,0.083111 347.821764,0.083111 347.821764,0.083111 347.821764,0.083111 347.821764))",POINT(142.433818 -8),"POLYGON((54.433818 1,54.433818 1,54.433818 1,54.433818 1,54.433818 1))",UTC-HGS-TOPO,POINT(89 -8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-06 08:03:00,True,,2624,90.0,-7.0,88.0,-9.0,-134.400942,965.7159,-8.0,89.0,975.0234934212083,0.0
4,2017-01-11 19:23:00,2017-01-11 20:01:00,B2.4,POINT(-974.42562 35.1950694),"POLYGON((17.095844 89.304978,17.095844 89.304978,17.095844 89.304978,17.095844 89.304978,17.095844 89.304978))",POINT(0.999960244489134 87.9314452720855),"POLYGON((0.093249 349.162856,0.093249 349.162856,0.093249 349.162856,0.093249 349.162856,0.093249 349.162856))",POINT(-107.73794 2),"POLYGON((-17.73794 1,-17.73794 1,-17.73794 1,-17.73794 1,-17.73794 1))",UTC-HGS-TOPO,POINT(-89 2),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-11 19:35:00,True,,2625,-88.0,3.0,-90.0,1.0,35.1950694,-974.42562,2.0,-89.0,975.0610144101008,0.0
5,2017-01-12 15:54:00,2017-01-12 16:41:00,C3.8,POINT(-971.25324 86.02263),"POLYGON((17.095168 90.81483,17.095168 90.81483,17.095168 90.81483,17.095168 90.81483,17.095168 90.81483))",POINT(0.999993020315176 84.9385947100123),"POLYGON((0.094773 349.339279,0.094773 349.339279,0.094773 349.339279,0.094773 349.339279,0.094773 349.339279))",POINT(-118.99481 5),"POLYGON((-28.99481 1,-28.99481 1,-28.99481 1,-28.99481 1,-28.99481 1))",UTC-HGS-TOPO,POINT(-89 5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-12 16:18:00,True,,2625,-88.0,6.0,-90.0,4.0,86.02263,-971.25324,5.0,-89.0,975.0552543741376,0.0
6,2017-01-14 07:08:00,2017-01-14 07:20:00,B2.1,POINT(-874.42104 184.24221),"POLYGON((17.093648 93.65238,17.093648 93.65238,17.093648 93.65238,17.093648 93.65238,17.093648 93.65238))",POINT(0.916555332887668 78.1017068012858),"POLYGON((0.097643 349.656106,0.097643 349.656106,0.097643 349.656106,0.097643 349.656106,0.097643 349.656106))",POINT(-116.52059 9),"POLYGON((-50.52059 1,-50.52059 1,-50.52059 1,-50.52059 1,-50.52059 1))",UTC-HGS-TOPO,POINT(-65 9),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-14 07:16:00,True,,2626,-64.0,10.0,-66.0,8.0,184.24221,-874.42104,9.0,-65.0,893.6203596272669,0.0
7,2017-01-16 01:41:00,2017-01-16 01:48:00,B1.3,POINT(-633.88584 211.815888),"POLYGON((17.091665 96.653694,17.091665 96.653694,17.091665 96.653694,17.091665 96.653694,17.091665 96.653694))",POINT(0.685570392780515 71.5227104942408),"POLYGON((0.100684 349.971825,0.100684 349.971825,0.100684 349.971825,0.100684 349.971825,0.100684 349.971825))",POINT(-115.86559 9),"POLYGON((-73.86559 1,-73.86559 1,-73.86559 1,-73.86559 1,-73.86559 1))",UTC-HGS-TOPO,POINT(-41 9),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-16 01:44:00,True,,2626,-40.0,10.0,-42.0,8.0,211.815888,-633.88584,9.0,-41.0,668.3391568371063,0.0
8,2017-01-16 17:37:00,2017-01-16 17:57:00,B1.3,POINT(-513.554532 203.49282),"POLYGON((17.090837 97.756602,17.090837 97.756602,17.090837 97.756602,17.090837 97.756602,17.090837 97.756602))",POINT(0.566670802472957 68.384358142012),"POLYGON((0.101803 350.083177,0.101803 350.083177,0.101803 350.083177,0.101803 350.083177,0.101803 350.083177))",POINT(-115.60726 8),"POLYGON((-82.60726 1,-82.60726 1,-82.60726 1,-82.60726 1,-82.60726 1))",UTC-HGS-TOPO,POINT(-32 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-16 17:48:00,True,,2626,-31.0,9.0,-33.0,7.0,203.49282,-513.554532,8.0,-32.0,552.4016519972505,0.0
9,2017-01-16 18:11:00,2017-01-16 18:51:00,B2.0,POINT(-428.882844 106.578132),"POLYGON((17.090807 97.795614,17.090807 97.795614,17.090807 97.795614,17.090807 97.795614,17.090807 97.795614))",POINT(0.453343163371692 76.0445794247082),"POLYGON((0.101842 350.087072,0.101842 350.087072,0.101842 350.087072,0.101842 350.087072,0.101842 350.087072))",POINT(-109.91816 2),"POLYGON((-82.91816 1,-82.91816 1,-82.91816 1,-82.91816 1,-82.91816 1))",UTC-HGS-TOPO,POINT(-26 2),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-16 18:23:00,True,,2625,-25.0,3.0,-27.0,1.0,106.578132,-428.882844,2.0,-26.0,441.92690809469593,0.0
