Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
1,2010-01-02 14:08:00,2010-01-02 14:24:00,C2.6,POINT(555.7464 -422.1414),"POLYGON((17.11098 71.6382,17.11098 71.6382,17.11098 71.6382,17.11098 71.6382,17.11098 71.6382))",POINT(0.726973952125618 232.779929239403),"POLYGON((0.076722 346.566436,0.076722 346.566436,0.076722 346.566436,0.076722 346.566436,0.076722 346.566436))",POINT(51.960551 -28),,UTC-HGS-TOPO,POINT(40 -28),,2010-01-02 14:16:00,True,,1039,41.0,-27.0,39.0,-29.0,-422.1414,555.7464,-28.0,40.0,697.8949940405935,0.0
2,2010-01-02 22:57:00,2010-01-02 23:35:00,C3.1,POINT(616.8 -408.966),"POLYGON((17.11098 72.3618,17.11098 72.3618,17.11098 72.3618,17.11098 72.3618,17.11098 72.3618))",POINT(0.77090049619848 236.453840918252),"POLYGON((0.077456 346.695969,0.077456 346.695969,0.077456 346.695969,0.077456 346.695969,0.077456 346.695969))",POINT(52.1223585 -27),,UTC-HGS-TOPO,POINT(45 -27),,2010-01-02 23:19:00,True,,0,46.0,-26.0,44.0,-28.0,-408.966,616.8,-27.0,45.0,740.0644763505406,0.0
4,2010-01-03 01:17:00,2010-01-03 01:31:00,C2.0,POINT(652.212 -426.684),"POLYGON((17.11098 72.5526,17.11098 72.5526,17.11098 72.5526,17.11098 72.5526,17.11098 72.5526))",POINT(0.811858540056394 236.806863341136),"POLYGON((0.077649 346.729717,0.077649 346.729717,0.077649 346.729717,0.077649 346.729717,0.077649 346.729717))",POINT(54.8419349 -28),,UTC-HGS-TOPO,POINT(49 -28),,2010-01-03 01:22:00,True,,0,50.0,-27.0,48.0,-29.0,-426.684,652.212,-28.0,49.0,779.3841984541385,0.0
7,2010-01-04 03:36:00,2010-01-04 03:42:00,C1.3,POINT(769.35 -435.2802),"POLYGON((17.11092 74.6958,17.11092 74.6958,17.11092 74.6958,17.11092 74.6958,17.11092 74.6958))",POINT(0.920781646251612 240.499835658556),"POLYGON((0.079824 347.097596,0.079824 347.097596,0.079824 347.097596,0.079824 347.097596,0.079824 347.097596))",POINT(54.40074 -28),,UTC-HGS-TOPO,POINT(63.0000000000001 -28),,2010-01-04 03:40:00,True,,0,64.0,-27.0,62.0,-29.0,-435.2802,769.35,-28.0,63.0000000000001,883.950380401547,0.0
9,2010-01-12 12:33:00,2010-01-12 13:34:00,C1.1,POINT(-14.00022 620.04),"POLYGON((17.10648 90.2598,17.10648 90.2598,17.10648 90.2598,17.10648 90.2598,17.10648 90.2598))",POINT(0.646039624110001 1.29349273878154),"POLYGON((0.095694 349.268308,0.095694 349.268308,0.095694 349.268308,0.095694 349.268308,0.095694 349.268308))",POINT(-119.8613 35),,UTC-HGS-TOPO,POINT(-1.00000000000017 35),,2010-01-12 13:20:00,True,,0,0.0,36.0,-2.0,34.0,620.04,-14.00022,35.0,-1.00000000000017,620.1980391456009,0.0
10,2010-01-12 12:40:00,2010-01-12 13:46:00,C1.1,POINT(-14.00022 620.046),"POLYGON((17.10648 90.2682,17.10648 90.2682,17.10648 90.2682,17.10648 90.2682,17.10648 90.2682))",POINT(0.646045872517389 1.29348022629092),"POLYGON((0.095703 349.269283,0.095703 349.269283,0.095703 349.269283,0.095703 349.269283,0.095703 349.269283))",POINT(-119.92532 35),,UTC-HGS-TOPO,POINT(-1.00000000000017 35),,2010-01-12 13:20:00,True,,0,0.0,36.0,-2.0,34.0,620.046,-14.00022,35.0,-1.00000000000017,620.204037616693,0.0
11,2010-01-15 07:13:00,2010-01-15 09:45:00,C1.3,POINT(410.9874 546.9174),"POLYGON((17.10384 95.0724,17.10384 95.0724,17.10384 95.0724,17.10384 95.0724,17.10384 95.0724))",POINT(0.71263193632664 323.076545735738),"POLYGON((0.100624 349.801392,0.100624 349.801392,0.100624 349.801392,0.100624 349.801392,0.100624 349.801392))",POINT(-126.43855 30),,UTC-HGS-TOPO,POINT(29 30),,2010-01-15 08:41:00,True,,0,30.0,31.0,28.0,29.0,546.9174,410.9874,30.0,29.0,684.1266588735745,0.0
13,2010-01-17 22:12:00,2010-01-17 22:41:00,C2.1,POINT(828.42 488.9562),"POLYGON((17.1009 99.4386,17.1009 99.4386,17.1009 99.4386,17.1009 99.4386,17.1009 99.4386))",POINT(1.00203669650574 300.550269532797),"POLYGON((0.105102 350.24204,0.105102 350.24204,0.105102 350.24204,0.105102 350.24204,0.105102 350.24204))",POINT(-113.99376 29),,UTC-HGS-TOPO,POINT(76 29),,2010-01-17 22:33:00,True,,0,77.0,30.0,75.0,28.0,488.9562,828.42,29.0,76.0,961.9552286455123,0.0
16,2010-01-18 19:54:00,2010-01-18 21:21:00,C5.0,POINT(-852.222 -467.4858),"POLYGON((17.09976 100.9008,17.09976 100.9008,17.09976 100.9008,17.09976 100.9008,17.09976 100.9008))",POINT(1.01252213543493 118.74694064599),"POLYGON((0.106604 350.381415,0.106604 350.381415,0.106604 350.381415,0.106604 350.381415,0.106604 350.381415))",POINT(71.1009699999998 -29),,UTC-HGS-TOPO,POINT(-87 -29),,2010-01-18 20:39:00,True,,0,-86.0,-28.0,-88.0,-30.0,-467.4858,-852.222,-29.0,-87.0,972.0212500175293,0.0
18,2010-01-19 08:34:00,2010-01-19 09:14:00,C5.2,POINT(859.116 461.3976),"POLYGON((17.0991 101.7438,17.0991 101.7438,17.0991 101.7438,17.0991 101.7438,17.0991 101.7438))",POINT(1.01580823493536 298.238506088391),"POLYGON((0.107469 350.460001,0.107469 350.460001,0.107469 350.460001,0.107469 350.460001,0.107469 350.460001))",POINT(-122.8483 28),,UTC-HGS-TOPO,POINT(85.9999999999998 28),,2010-01-19 08:45:00,True,,1040,87.0,29.0,85.0,27.0,461.3976,859.116,28.0,85.9999999999998,975.1759055379496,0.0
