,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
10,2013-01-03 21:27:00,2013-01-03 21:45:00,C1.7,POINT(474.882 486.4416),"POLYGON((17.0985 74.5968,17.0985 74.5968,17.0985 74.5968,17.0985 74.5968,17.0985 74.5968))",POINT(0.697062839582447 315.68892969401),"POLYGON((0.078474 347.09011,0.078474 347.09011,0.078474 347.09011,0.078474 347.09011,0.078474 347.09011))",POINT(-38.08981 27),"POLYGON((-70.08981 1,-70.08981 1,-70.08981 1,-70.08981 1,-70.08981 1))",UTC-HGS-TOPO,POINT(33 27),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-03 21:37:00,true,,1640,34.0,28.0,32.0,26.0,486.4416,474.882,27.0,33.0,679.807578756341854,0.0
11,2013-01-04 00:45:00,2013-01-04 00:53:00,C1.2,POINT(524.6448 484.4916),"POLYGON((17.0985 74.8638,17.0985 74.8638,17.0985 74.8638,17.0985 74.8638,17.0985 74.8638))",POINT(0.732259368891542 312.721422074801),"POLYGON((0.078741 347.134618,0.078741 347.134618,0.078741 347.134618,0.078741 347.134618,0.078741 347.134618))",POINT(-35.90066 27),"POLYGON((-71.90066 1,-71.90066 1,-71.90066 1,-71.90066 1,-71.90066 1))",UTC-HGS-TOPO,POINT(37 27),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-04 00:48:00,true,,1640,38.0,28.0,36.0,26.0,484.4916,524.6448,27.0,37.0,714.131834213823481,0.0
12,2013-01-04 02:06:00,2013-01-04 02:12:00,B8.2,POINT(-942.01326 -251.03853),"POLYGON((17.098481 74.972904,17.098481 74.972904,17.098481 74.972904,17.098481 74.972904,17.098481 74.972904))",POINT(0.999636605170591 104.922046958647),"POLYGON((0.07885 347.152732,0.07885 347.152732,0.07885 347.152732,0.07885 347.152732,0.07885 347.152732))",POINT(-162.64146 -15),"POLYGON((-72.64146 1,-72.64146 1,-72.64146 1,-72.64146 1,-72.64146 1))",UTC-HGS-TOPO,POINT(-89 -15),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-04 02:08:00,true,,1649,-88.0,-14.0,-90.0,-16.0,-251.03853,-942.01326,-15.0,-89.0,974.889391449301115,0.0
13,2013-01-04 08:22:00,2013-01-04 10:34:00,C1.3,POINT(594.374496 481.276662),"POLYGON((17.098426 75.478806,17.098426 75.478806,17.098426 75.478806,17.098426 75.478806,17.098426 75.478806))",POINT(0.784209320922271 308.997769277061),"POLYGON((0.079356 347.236052,0.079356 347.236052,0.079356 347.236052,0.079356 347.236052,0.079356 347.236052))",POINT(-34.08022 27),"POLYGON((-76.08022 1,-76.08022 1,-76.08022 1,-76.08022 1,-76.08022 1))",UTC-HGS-TOPO,POINT(43 27),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-04 09:18:00,true,,1640,44.0,28.0,42.0,26.0,481.276662,594.374496,27.0,43.0,764.79295687206502,0.0
14,2013-01-04 13:03:00,2013-01-04 13:15:00,C1.2,POINT(-876.246 -425.0286),"POLYGON((17.09838 75.8562,17.09838 75.8562,17.09838 75.8562,17.09838 75.8562,17.09838 75.8562))",POINT(0.998614527133673 115.875994380429),"POLYGON((0.079734 347.297522,0.079734 347.297522,0.079734 347.297522,0.079734 347.297522,0.079734 347.297522))",POINT(-167.65014 -26),"POLYGON((-78.65014 1,-78.65014 1,-78.65014 1,-78.65014 1,-78.65014 1))",UTC-HGS-TOPO,POINT(-88 -26),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-04 13:08:00,true,,1650,-87.0,-25.0,-89.0,-27.0,-425.0286,-876.246,-26.0,-88.0,973.887243644745581,0.0
15,2013-01-04 23:46:00,2013-01-05 01:19:00,C2.3,POINT(-909.948 350.7984),"POLYGON((17.09826 76.7166,17.09826 76.7166,17.09826 76.7166,17.09826 76.7166,17.09826 76.7166))",POINT(0.999993287211238 68.9176117787051),"POLYGON((0.080595 347.435522,0.080595 347.435522,0.080595 347.435522,0.080595 347.435522,0.080595 347.435522))",POINT(-173.53074 21),"POLYGON((-84.53074 1,-84.53074 1,-84.53074 1,-84.53074 1,-84.53074 1))",UTC-HGS-TOPO,POINT(-88 21),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 00:18:00,true,,1651,-87.0,22.0,-89.0,20.0,350.7984,-909.948,21.0,-88.0,975.225553472918477,0.0
16,2013-01-05 03:24:00,2013-01-05 03:32:00,C1.5,POINT(-853.308 -449.9766),"POLYGON((17.0982 77.0076,17.0982 77.0076,17.0982 77.0076,17.0982 77.0076,17.0982 77.0076))",POINT(0.989185481559164 117.804115268961),"POLYGON((0.080887 347.481544,0.080887 347.481544,0.080887 347.481544,0.080887 347.481544,0.080887 347.481544))",POINT(-169.52446 -28),"POLYGON((-86.52446 1,-86.52446 1,-86.52446 1,-86.52446 1,-86.52446 1))",UTC-HGS-TOPO,POINT(-82 -28),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 03:28:00,true,,1650,-81.0,-27.0,-83.0,-29.0,-449.9766,-853.308,-28.0,-82.0,964.683099992717757,0.0
17,2013-01-05 03:50:00,2013-01-05 03:57:00,C1.6,POINT(-858.918 -433.9368),"POLYGON((17.0982 77.0418,17.0982 77.0418,17.0982 77.0418,17.0982 77.0418,17.0982 77.0418))",POINT(0.986752794453108 116.80351274714),"POLYGON((0.080921 347.486926,0.080921 347.486926,0.080921 347.486926,0.080921 347.486926,0.080921 347.486926))",POINT(-168.76224 -27),"POLYGON((-86.76224 1,-86.76224 1,-86.76224 1,-86.76224 1,-86.76224 1))",UTC-HGS-TOPO,POINT(-81 -27),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 03:54:00,true,,1650,-80.0,-26.0,-82.0,-28.0,-433.9368,-858.918,-27.0,-81.0,962.310385020467265,0.0
18,2013-01-05 04:29:00,2013-01-05 04:35:00,C1.6,POINT(-856.476 -433.0422),"POLYGON((17.0982 77.094,17.0982 77.094,17.0982 77.094,17.0982 77.094,17.0982 77.094))",POINT(0.984104637996875 116.82158359883),"POLYGON((0.080973 347.495132,0.080973 347.495132,0.080973 347.495132,0.080973 347.495132,0.080973 347.495132))",POINT(-168.11892 -27),"POLYGON((-87.11892 1,-87.11892 1,-87.11892 1,-87.11892 1,-87.11892 1))",UTC-HGS-TOPO,POINT(-80 -27),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 04:35:00,true,,1650,-79.0,-26.0,-81.0,-28.0,-433.0422,-856.476,-27.0,-80.0,959.727401691146838,0.0
19,2013-01-05 05:56:00,2013-01-05 06:10:00,C1.5,POINT(-915.906 334.9026),"POLYGON((17.0982 77.2098,17.0982 77.2098,17.0982 77.2098,17.0982 77.2098,17.0982 77.2098))",POINT(0.999986247929832 69.9149740886389),"POLYGON((0.081089 347.513299,0.081089 347.513299,0.081089 347.513299,0.081089 347.513299,0.081089 347.513299))",POINT(-176.91457 20),"POLYGON((-87.91457 1,-87.91457 1,-87.91457 1,-87.91457 1,-87.91457 1))",UTC-HGS-TOPO,POINT(-88 20),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 06:03:00,true,,1651,-87.0,21.0,-89.0,19.0,334.9026,-915.906,20.0,-88.0,975.214618595701836,0.0
20,2013-01-05 08:08:00,2013-01-05 08:14:00,C1.4,POINT(-840.354 -428.5806),"POLYGON((17.09814 77.3856,17.09814 77.3856,17.09814 77.3856,17.09814 77.3856,17.09814 77.3856))",POINT(0.96729578650773 117.021584837611),"POLYGON((0.081265 347.540821,0.081265 347.540821,0.081265 347.540821,0.081265 347.540821,0.081265 347.540821))",POINT(-165.12178 -27),"POLYGON((-89.12178 1,-89.12178 1,-89.12178 1,-89.12178 1,-89.12178 1))",UTC-HGS-TOPO,POINT(-75 -27),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 08:11:00,true,,1650,-74.0,-26.0,-76.0,-28.0,-428.5806,-840.354,-27.0,-75.0,943.332484340680367,0.0
21,2013-01-05 09:26:00,2013-01-05 09:31:00,M1.7,POINT(-915.90522 334.90497),"POLYGON((17.098144 77.489454,17.098144 77.489454,17.098144 77.489454,17.098144 77.489454,17.098144 77.489454))",POINT(0.999988853786026 69.9148275771446),"POLYGON((0.081369 347.556996,0.081369 347.556996,0.081369 347.556996,0.081369 347.556996,0.081369 347.556996))",POINT(-178.83512 20),"POLYGON((-89.83512 1,-89.83512 1,-89.83512 1,-89.83512 1,-89.83512 1))",UTC-HGS-TOPO,POINT(-88 20),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 09:28:00,true,,1652,-87.0,21.0,-89.0,19.0,334.90497,-915.90522,20.0,-88.0,975.21469992712332,0.0
22,2013-01-05 09:26:00,2013-01-05 09:34:00,M1.7,POINT(-915.906 334.905),"POLYGON((17.09814 77.4894,17.09814 77.4894,17.09814 77.4894,17.09814 77.4894,17.09814 77.4894))",POINT(0.999989615523016 69.9148416593626),"POLYGON((0.081369 347.55699,0.081369 347.55699,0.081369 347.55699,0.081369 347.55699,0.081369 347.55699))",POINT(-178.83512 20),"POLYGON((-89.83512 1,-89.83512 1,-89.83512 1,-89.83512 1,-89.83512 1))",UTC-HGS-TOPO,POINT(-88 20),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 09:31:00,true,,1651,-87.0,21.0,-89.0,19.0,334.905,-915.906,20.0,-88.0,975.215442792514523,0.0
23,2013-01-05 16:19:00,2013-01-05 16:24:00,C1.3,POINT(-820.09578 -441.019908),"POLYGON((17.09805 78.037884,17.09805 78.037884,17.09805 78.037884,17.09805 78.037884,17.09805 78.037884))",POINT(0.954818204080041 118.269868023015),"POLYGON((0.081919 347.641812,0.081919 347.641812,0.081919 347.641812,0.081919 347.641812,0.081919 347.641812))",POINT(-166.61219 -28),"POLYGON((-93.61219 1,-93.61219 1,-93.61219 1,-93.61219 1,-93.61219 1))",UTC-HGS-TOPO,POINT(-72 -28),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 16:22:00,true,,1650,-71.0,-27.0,-73.0,-29.0,-441.019908,-820.09578,-28.0,-72.0,931.158229102947303,0.0
24,2013-01-05 21:31:00,2013-01-05 21:39:00,C2.1,POINT(-965.61756 136.519728),"POLYGON((17.097974 78.451122,17.097974 78.451122,17.097974 78.451122,17.097974 78.451122,17.097974 78.451122))",POINT(1.0000042461162 81.9528143826416),"POLYGON((0.082333 347.704976,0.082333 347.704976,0.082333 347.704976,0.082333 347.704976,0.082333 347.704976))",POINT(173.53444 8),"POLYGON((-96.46556 1,-96.46556 1,-96.46556 1,-96.46556 1,-96.46556 1))",UTC-HGS-TOPO,POINT(-89 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-05 21:38:00,true,,1653,-88.0,9.0,-90.0,7.0,136.519728,-965.61756,8.0,-89.0,975.220440881725835,0.0
25,2013-01-06 02:57:00,2013-01-06 03:09:00,C3.0,POINT(-954.48978 145.08741),"POLYGON((17.097892 78.88191,17.097892 78.88191,17.097892 78.88191,17.097892 78.88191,17.097892 78.88191))",POINT(0.989994049374644 81.3569062048164),"POLYGON((0.082765 347.770152,0.082765 347.770152,0.082765 347.770152,0.082765 347.770152,0.082765 347.770152))",POINT(178.55305 8),"POLYGON((-99.44695 1,-99.44695 1,-99.44695 1,-99.44695 1,-99.44695 1))",UTC-HGS-TOPO,POINT(-81 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-06 03:03:00,true,,1653,-80.0,9.0,-82.0,7.0,145.08741,-954.48978,8.0,-81.0,965.453829380233287,0.0
26,2013-01-06 09:15:00,2013-01-06 10:12:00,C1.9,POINT(-945.492 148.3596),"POLYGON((17.09778 79.38,17.09778 79.38,17.09778 79.38,17.09778 79.38,17.09778 79.38))",POINT(0.981393469008892 81.0822856600421),"POLYGON((0.083265 347.844679,0.083265 347.844679,0.083265 347.844679,0.083265 347.844679,0.083265 347.844679))",POINT(178.09612 8),"POLYGON((-102.90388 1,-102.90388 1,-102.90388 1,-102.90388 1,-102.90388 1))",UTC-HGS-TOPO,POINT(-78 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-06 09:50:00,true,,1653,-77.0,9.0,-79.0,7.0,148.3596,-945.492,8.0,-78.0,957.060966175175281,0.0
27,2013-01-06 11:22:00,2013-01-06 11:32:00,C1.2,POINT(-895.566 331.4052),"POLYGON((17.09778 79.5474,17.09778 79.5474,17.09778 79.5474,17.09778 79.5474,17.09778 79.5474))",POINT(0.979197698549709 69.6929501389433),"POLYGON((0.083433 347.869501,0.083433 347.869501,0.083433 347.869501,0.083433 347.869501,0.083433 347.869501))",POINT(178.93466 19),"POLYGON((-104.06534 1,-104.06534 1,-104.06534 1,-104.06534 1,-104.06534 1))",UTC-HGS-TOPO,POINT(-76 19),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-06 11:27:00,true,,1652,-75.0,20.0,-77.0,18.0,331.4052,-895.566,19.0,-76.0,954.9177278399643,0.0
28,2013-01-06 12:44:00,2013-01-06 13:01:00,C1.7,POINT(-899.256 330.4014),"POLYGON((17.09772 79.6548,17.09772 79.6548,17.09772 79.6548,17.09772 79.6548,17.09772 79.6548))",POINT(0.9823930367231 69.8258401541282),"POLYGON((0.083541 347.885414,0.083541 347.885414,0.083541 347.885414,0.083541 347.885414,0.083541 347.885414))",POINT(177.18475 19),"POLYGON((-104.81525 1,-104.81525 1,-104.81525 1,-104.81525 1,-104.81525 1))",UTC-HGS-TOPO,POINT(-77 19),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-06 12:54:00,true,,1652,-76.0,20.0,-78.0,18.0,330.4014,-899.256,19.0,-77.0,958.032587471825082,0.0
29,2013-01-06 16:58:00,2013-01-06 17:12:00,C1.2,POINT(-919.734 154.8294),"POLYGON((17.09766 79.9884,17.09766 79.9884,17.09766 79.9884,17.09766 79.9884,17.09766 79.9884))",POINT(0.956394704080448 80.4443359520125),"POLYGON((0.083876 347.934497,0.083876 347.934497,0.083876 347.934497,0.083876 347.934497,0.083876 347.934497))",POINT(179.86185 8),"POLYGON((-107.13815 1,-107.13815 1,-107.13815 1,-107.13815 1,-107.13815 1))",UTC-HGS-TOPO,POINT(-72 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-06 17:03:00,true,,1653,-71.0,9.0,-73.0,7.0,154.8294,-919.734,8.0,-72.0,932.675063385078374,0.0
30,2013-01-06 22:34:00,2013-01-06 22:41:00,B9.1,POINT(-890.526 160.1322),"POLYGON((17.09754 80.4288,17.09754 80.4288,17.09754 80.4288,17.09754 80.4288,17.09754 80.4288))",POINT(0.927824991352549 79.8061523675967),"POLYGON((0.084318 347.998725,0.084318 347.998725,0.084318 347.998725,0.084318 347.998725,0.084318 347.998725))",POINT(-178.21095 8),"POLYGON((-110.21095 1,-110.21095 1,-110.21095 1,-110.21095 1,-110.21095 1))",UTC-HGS-TOPO,POINT(-67 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-06 22:38:00,true,,1653,-66.0,9.0,-68.0,7.0,160.1322,-890.526,8.0,-67.0,904.808752252563067,0.0
31,2013-01-07 00:45:00,2013-01-07 01:10:00,C1.1,POINT(674.13 -175.9116),"POLYGON((17.09754 80.5998,17.09754 80.5998,17.09754 80.5998,17.09754 80.5998,17.09754 80.5998))",POINT(0.714427937547671 255.375019927802),"POLYGON((0.084489 348.023451,0.084489 348.023451,0.084489 348.023451,0.084489 348.023451,0.084489 348.023451))",POINT(-67.40898 -13),"POLYGON((-111.40898 1,-111.40898 1,-111.40898 1,-111.40898 1,-111.40898 1))",UTC-HGS-TOPO,POINT(45 -13),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-07 01:02:00,true,,1645,46.0,-12.0,44.0,-14.0,-175.9116,674.13,-13.0,45.0,696.703773432123739,0.0
32,2013-01-07 03:50:00,2013-01-07 04:03:00,C1.0,POINT(-869.706 163.3248),"POLYGON((17.09748 80.8416,17.09748 80.8416,17.09748 80.8416,17.09748 80.8416,17.09748 80.8416))",POINT(0.907423853199632 79.364121632383),"POLYGON((0.084732 348.058284,0.084732 348.058284,0.084732 348.058284,0.084732 348.058284,0.084732 348.058284))",POINT(-178.10084 8),"POLYGON((-113.10084 1,-113.10084 1,-113.10084 1,-113.10084 1,-113.10084 1))",UTC-HGS-TOPO,POINT(-64 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-07 03:54:00,true,,1653,-63.0,9.0,-65.0,7.0,163.3248,-869.706,8.0,-64.0,884.908761811657087,0.0
33,2013-01-07 04:42:00,2013-01-07 04:57:00,B8.0,POINT(-862.236 164.3502),"POLYGON((17.09742 80.9094,17.09742 80.9094,17.09742 80.9094,17.09742 80.9094,17.09742 80.9094))",POINT(0.900093637173822 79.2083427388544),"POLYGON((0.0848 348.068044,0.0848 348.068044,0.0848 348.068044,0.0848 348.068044,0.0848 348.068044))",POINT(-177.57639 8),"POLYGON((-113.57639 1,-113.57639 1,-113.57639 1,-113.57639 1,-113.57639 1))",UTC-HGS-TOPO,POINT(-63 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-07 04:52:00,true,,1653,-62.0,9.0,-64.0,7.0,164.3502,-862.236,8.0,-63.0,877.759595752755104,0.0
34,2013-01-07 06:35:00,2013-01-07 06:39:00,C1.0,POINT(804.09348 504.16224),"POLYGON((17.097405 81.056832,17.097405 81.056832,17.097405 81.056832,17.097405 81.056832,17.097405 81.056832))",POINT(0.973226991551357 302.087488451202),"POLYGON((0.084948 348.089137,0.084948 348.089137,0.084948 348.089137,0.084948 348.089137,0.084948 348.089137))",POINT(-43.6098 30),"POLYGON((-114.6098 1,-114.6098 1,-114.6098 1,-114.6098 1,-114.6098 1))",UTC-HGS-TOPO,POINT(72 30),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-07 06:38:00,true,,1640,73.0,31.0,71.0,29.0,504.16224,804.09348,30.0,72.0,949.076334559200745,0.0
35,2013-01-07 07:39:00,2013-01-07 07:51:00,C1.3,POINT(-854.49552 165.443538),"POLYGON((17.097384 81.140244,17.097384 81.140244,17.097384 81.140244,17.097384 81.140244,17.097384 81.140244))",POINT(0.892513149258369 79.0422335070804),"POLYGON((0.085032 348.101046,0.085032 348.101046,0.085032 348.101046,0.085032 348.101046,0.085032 348.101046))",POINT(-178.19508 8),"POLYGON((-115.19508 1,-115.19508 1,-115.19508 1,-115.19508 1,-115.19508 1))",UTC-HGS-TOPO,POINT(-62 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-07 07:47:00,true,,1653,-61.0,9.0,-63.0,7.0,165.443538,-854.49552,8.0,-62.0,870.364382294006759,0.0
36,2013-01-07 07:39:00,2013-01-07 07:51:00,C1.3,POINT(-854.496 165.4434),"POLYGON((17.09736 81.1404,17.09736 81.1404,17.09736 81.1404,17.09736 81.1404,17.09736 81.1404))",POINT(0.892513605599697 79.0422484322929),"POLYGON((0.085032 348.101085,0.085032 348.101085,0.085032 348.101085,0.085032 348.101085,0.085032 348.101085))",POINT(-178.19508 8),"POLYGON((-115.19508 1,-115.19508 1,-115.19508 1,-115.19508 1,-115.19508 1))",UTC-HGS-TOPO,POINT(-62 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-01-07 07:47:00,true,,1653,-61.0,9.0,-63.0,7.0,165.4434,-854.496,8.0,-62.0,870.364827310685882,0.0
